business_name,address,category_slug,suburb_slug,contact_email,phone,website,source_url,source_checked_on,verification_status,notes
BPA Business Broker,,company,darebin,,,,https://www.openstreetmap.org/node/5125802611,2026-07-15,pending_review,Imported from OpenStreetMap.
Peyton Waite Land Surveyor,,company,darebin,,,,https://www.openstreetmap.org/node/5125802615,2026-07-15,pending_review,Imported from OpenStreetMap.
Green Horse,255 High Street,interior-decoration,darebin,,,https://greenhorse.com.au/,https://www.openstreetmap.org/node/5125802618,2026-07-15,pending_review,Imported from OpenStreetMap.
Calais Kitchen,,kitchen,darebin,,,,https://www.openstreetmap.org/node/5125803521,2026-07-15,pending_review,Imported from OpenStreetMap.
CJ Cafe,,cafe,darebin,,,,https://www.openstreetmap.org/node/5125803523,2026-07-15,pending_review,Imported from OpenStreetMap.
Dreamstreet Lending,,financial,darebin,,,,https://www.openstreetmap.org/node/5125803524,2026-07-15,pending_review,Imported from OpenStreetMap.
Preston Wheels & Tyres,,car-parts,darebin,,,,https://www.openstreetmap.org/node/5125803527,2026-07-15,pending_review,Imported from OpenStreetMap.
Black & White Estate Agents,"483 High Street, Northcote VIC 3070",estate-agent,northcote,,,https://bwestateagents.com.au/,https://www.openstreetmap.org/node/5125803528,2026-07-15,pending_review,Imported from OpenStreetMap.
Coin Laundry,,laundry,darebin,,,,https://www.openstreetmap.org/node/5125803529,2026-07-15,pending_review,Imported from OpenStreetMap.
Plenty & More Cafe,207 Plenty Road,cafe,darebin,,+61 3 8456 7534,,https://www.openstreetmap.org/node/5125803533,2026-07-15,pending_review,Imported from OpenStreetMap.
Bombay Bento Indian Restaurant,,fast-food,darebin,,,,https://www.openstreetmap.org/node/5125803534,2026-07-15,pending_review,Imported from OpenStreetMap.
Majic Hair,,hairdresser,darebin,,,,https://www.openstreetmap.org/node/5128460473,2026-07-15,pending_review,Imported from OpenStreetMap.
Van Wynen Tiles,,tiler,darebin,,,,https://www.openstreetmap.org/node/5128460480,2026-07-15,pending_review,Imported from OpenStreetMap.
Glow Magic,,car-repair,darebin,,,,https://www.openstreetmap.org/node/5128460486,2026-07-15,pending_review,Imported from OpenStreetMap.
Anscars,,car,darebin,,,,https://www.openstreetmap.org/node/5140232019,2026-07-15,pending_review,Imported from OpenStreetMap.
Health & Beauty Supplies,,beauty,darebin,,,,https://www.openstreetmap.org/node/5140232020,2026-07-15,pending_review,Imported from OpenStreetMap.
Kebab,"766A Plenty Road, VIC 3073",fast-food,darebin,,,,https://www.openstreetmap.org/node/5140239021,2026-07-15,pending_review,Imported from OpenStreetMap.
Tom Matasi,,accountant,darebin,,,,https://www.openstreetmap.org/node/5140370700,2026-07-15,pending_review,Imported from OpenStreetMap.
ARC Asian Grocers,"1 Cook Street, VIC 3072",supermarket,darebin,,,https://arcasiangrocer.com.au/,https://www.openstreetmap.org/node/5163935991,2026-07-15,pending_review,Imported from OpenStreetMap.
Gelato Papa,"14A Gilbert Road, VIC 3072",ice-cream,darebin,,,https://www.gelatopapa.com.au/,https://www.openstreetmap.org/node/5257515298,2026-07-15,pending_review,Imported from OpenStreetMap.
Chumanchu,2-4 Gilbert Road,restaurant,darebin,,+61 3 9484 8686,https://www.chumanchu.com/,https://www.openstreetmap.org/node/5257515299,2026-07-15,pending_review,Imported from OpenStreetMap.
The Picture Box,139 Miller Street,art,darebin,,+61 3 9484 9213,https://thepicturebox.com.au/,https://www.openstreetmap.org/node/5257546857,2026-07-15,pending_review,Imported from OpenStreetMap.
Fish & Chips Seanora,"131 Miller Street, VIC 3071",fast-food,darebin,,,https://www.facebook.com/seanoraThornbury,https://www.openstreetmap.org/node/5257546858,2026-07-15,pending_review,Imported from OpenStreetMap.
Thornbury Cellars IGA,"141 Miller Street, VIC 3071",supermarket,darebin,,,,https://www.openstreetmap.org/node/5257546861,2026-07-15,pending_review,Imported from OpenStreetMap.
Grain Peddler,17 Gilbert Road,bakery,darebin,,,,https://www.openstreetmap.org/node/5257546862,2026-07-15,pending_review,Imported from OpenStreetMap.
Merri Bar,15 Gilbert Road,bar,darebin,,+61 3 9480 5940,,https://www.openstreetmap.org/node/5257546863,2026-07-15,pending_review,Imported from OpenStreetMap.
St. Gerry's,373 High Street,pastry,darebin,,,https://www.stgerrys.com.au/,https://www.openstreetmap.org/node/5311831020,2026-07-15,pending_review,Imported from OpenStreetMap.
All Are Welcome,"190 High Street, Northcote VIC 3070",bakery,northcote,,,https://all-are-welcome.com/,https://www.openstreetmap.org/node/5313132855,2026-07-15,pending_review,Imported from OpenStreetMap.
Grandfather's Axe,"171 High Street, Northcote VIC 3070",furniture,northcote,,,https://grandfathersaxe.com.au/,https://www.openstreetmap.org/node/5319567780,2026-07-15,pending_review,Imported from OpenStreetMap.
Todo Good Coffee,"1A Timmins Street, Northcote VIC 3070",cafe,northcote,,,,https://www.openstreetmap.org/node/5319567781,2026-07-15,pending_review,Imported from OpenStreetMap.
Acqua Farina Woodfire Oven Pizzeria,,restaurant,darebin,,,,https://www.openstreetmap.org/node/5372698652,2026-07-15,pending_review,Imported from OpenStreetMap.
komotis.j,,hairdresser,darebin,,,,https://www.openstreetmap.org/node/5398308449,2026-07-15,pending_review,Imported from OpenStreetMap.
Gellibrand,,cafe,darebin,,,,https://www.openstreetmap.org/node/5398328261,2026-07-15,pending_review,Imported from OpenStreetMap.
Mariluci,,deli,darebin,,,,https://www.openstreetmap.org/node/5398328263,2026-07-15,pending_review,Imported from OpenStreetMap.
Zamtek,,video,darebin,,,,https://www.openstreetmap.org/node/5398328264,2026-07-15,pending_review,Imported from OpenStreetMap.
Espresso Alley,"4 Separation Street, Northcote VIC 3070",cafe,northcote,,,,https://www.openstreetmap.org/node/5409203217,2026-07-15,pending_review,Imported from OpenStreetMap.
Labbaik's Indian Restaurant,,restaurant,darebin,,,,https://www.openstreetmap.org/node/5422344379,2026-07-15,pending_review,Imported from OpenStreetMap.
Preston Mowers,,garden-centre,darebin,,,,https://www.openstreetmap.org/node/5422344380,2026-07-15,pending_review,Imported from OpenStreetMap.
Pomona Cafe,,cafe,darebin,,,,https://www.openstreetmap.org/node/5422344381,2026-07-15,pending_review,Imported from OpenStreetMap.
Luigi Boyz,,restaurant,darebin,,,,https://www.openstreetmap.org/node/5422344382,2026-07-15,pending_review,Imported from OpenStreetMap.
Acropol,,cafe,darebin,,,,https://www.openstreetmap.org/node/5437199555,2026-07-15,pending_review,Imported from OpenStreetMap.
The Mushroom Place,49 Plateau Road,farm,darebin,,,,https://www.openstreetmap.org/node/5437240053,2026-07-15,pending_review,Imported from OpenStreetMap.
Preston Market Hot Jam Doughnuts,,fast-food,darebin,,,,https://www.openstreetmap.org/node/5549508308,2026-07-15,pending_review,Imported from OpenStreetMap.
Jerry's Deli,,deli,preston,,+61 3 9478 7046,,https://www.openstreetmap.org/node/5549508309,2026-07-15,pending_review,Imported from OpenStreetMap.
Aegean Foods,,deli,darebin,,+61 3 9478 5243,,https://www.openstreetmap.org/node/5549508310,2026-07-15,pending_review,Imported from OpenStreetMap.
Coles Express,,convenience,darebin,,,https://www.colesexpress.com.au/,https://www.openstreetmap.org/node/5551556063,2026-07-15,pending_review,Imported from OpenStreetMap.
Frank Rocca Men's Wear,"90 Station Street, Fairfield VIC 3078",clothes,fairfield,,+61 3 9489 8983,https://frankroccamenswear.com/,https://www.openstreetmap.org/node/5563465273,2026-07-15,pending_review,Imported from OpenStreetMap.
Oasis,"92-96 Station Street, Fairfield VIC 3078",supermarket,fairfield,,+61 3 9489 6399,https://oasisonline.com.au/pages/fairfield,https://www.openstreetmap.org/node/5563465274,2026-07-15,pending_review,Imported from OpenStreetMap.
Biviano and Sons,"98-100 Station Street, Fairfield VIC 3078",greengrocer,fairfield,,+61 3 9489 0087,https://www.bivianoandsons.com.au/,https://www.openstreetmap.org/node/5563465275,2026-07-15,pending_review,Imported from OpenStreetMap.
Biviano and Sons Quality Butcher,"102 Station Street, Fairfield VIC 3078",butcher,fairfield,,+61 3 9489 0060,,https://www.openstreetmap.org/node/5563465276,2026-07-15,pending_review,Imported from OpenStreetMap.
Side Show Design,"290 Wingrove Street, Fairfield VIC 3078",clothes,fairfield,,,https://www.sideshowdesign.com.au/,https://www.openstreetmap.org/node/5574876089,2026-07-15,pending_review,Imported from OpenStreetMap.
Cutting Cloth,"282 Wingrove Street, Fairfield VIC 3078",handicraft,fairfield,,+61 3 9486 7781,,https://www.openstreetmap.org/node/5574876090,2026-07-15,pending_review,Imported from OpenStreetMap.
Fairfield Dermatology Clinic,"278 Wingrove Street, Fairfield VIC 3078",clinic,fairfield,,+61 3 9486 4300,,https://www.openstreetmap.org/node/5574876091,2026-07-15,pending_review,Imported from OpenStreetMap.
Victorian Refrigeration,"276 Wingrove Street, Fairfield VIC 3078",company,fairfield,,+61 3 9486 5463,,https://www.openstreetmap.org/node/5574876092,2026-07-15,pending_review,Imported from OpenStreetMap.
Wingrove Medical Clinic,"270 Wingrove Street, Fairfield VIC 3078",clinic,fairfield,,,,https://www.openstreetmap.org/node/5574876093,2026-07-15,pending_review,Imported from OpenStreetMap.
Thomson Street Foodstore,"83 Thomson Street, Northcote VIC 3070",cafe,northcote,,,,https://www.openstreetmap.org/node/5574900461,2026-07-15,pending_review,Imported from OpenStreetMap.
Assa Korean BBQ,"106 Station Street, Fairfield VIC 3078",restaurant,fairfield,,,,https://www.openstreetmap.org/node/5579849389,2026-07-15,pending_review,Imported from OpenStreetMap.
Harvest,"108 Station Street, Fairfield VIC 3078",cafe,fairfield,,+61 3 9481 4718,,https://www.openstreetmap.org/node/5579849390,2026-07-15,pending_review,Imported from OpenStreetMap.
The Seafood Station,"110 Station Street, Fairfield VIC 3078",seafood,fairfield,,+61 3 9481 4982,https://fairfielddeli.com,https://www.openstreetmap.org/node/5579849391,2026-07-15,pending_review,Imported from OpenStreetMap.
TerryWhite Chemmart,"112-114 Station Street, Fairfield VIC 3078",pharmacy,fairfield,,,https://terrywhitechemmart.com.au/stores/terrywhite-chemmart-fairfield-station-street,https://www.openstreetmap.org/node/5579849392,2026-07-15,pending_review,Imported from OpenStreetMap.
Moda in Fashion,"118 Station Street, Fairfield VIC 3078",clothes,fairfield,,+61 3 9489 5940,https://modainfashion.com.au/,https://www.openstreetmap.org/node/5579849393,2026-07-15,pending_review,Imported from OpenStreetMap.
Chapati,"120 Station Street, Fairfield VIC 3078",restaurant,fairfield,,,,https://www.openstreetmap.org/node/5579849394,2026-07-15,pending_review,Imported from OpenStreetMap.
Sushi Boy,"122A Station Street, Fairfield VIC 3078",restaurant,fairfield,,+61 3 9004 4352,,https://www.openstreetmap.org/node/5579849395,2026-07-15,pending_review,Imported from OpenStreetMap.
A1 Bakery Fairfield,"122 Station Street, Fairfield VIC 3078",bakery,fairfield,,+61 3 9481 0791,https://www.a1bakeryfairfield.com.au/,https://www.openstreetmap.org/node/5579849396,2026-07-15,pending_review,Imported from OpenStreetMap.
Fairfield City Medical Centre,"124 Station Street, Fairfield VIC 3078",clinic,fairfield,,,,https://www.openstreetmap.org/node/5579849397,2026-07-15,pending_review,Imported from OpenStreetMap.
Grill'd,"126 Station Street, Fairfield VIC 3078",fast-food,fairfield,,+61 3 9481 2566,,https://www.openstreetmap.org/node/5579849398,2026-07-15,pending_review,Imported from OpenStreetMap.
Rooster Bar,"128 Station Street, Fairfield VIC 3078",restaurant,fairfield,,+61 3 9486 6968,,https://www.openstreetmap.org/node/5579882852,2026-07-15,pending_review,Imported from OpenStreetMap.
Station Street Pharmacy,"130-132 Station Street, Fairfield VIC 3078",pharmacy,fairfield,,,,https://www.openstreetmap.org/node/5579882853,2026-07-15,pending_review,Imported from OpenStreetMap.
Fairfield Station Tobacconist,"134 Station Street, Fairfield VIC 3078",tobacco,fairfield,,+61 3 8589 1407,,https://www.openstreetmap.org/node/5579882854,2026-07-15,pending_review,Imported from OpenStreetMap.
Zambrero,"134A Station Street, Fairfield VIC 3078",fast-food,fairfield,,,,https://www.openstreetmap.org/node/5579882855,2026-07-15,pending_review,Imported from OpenStreetMap.
Noodle Hut,"136 Station Street, Fairfield VIC 3078",restaurant,fairfield,,+61 3 9481 2443,,https://www.openstreetmap.org/node/5579882856,2026-07-15,pending_review,Imported from OpenStreetMap.
Chemist Warehouse,"138 Station Street, Fairfield VIC 3078",pharmacy,fairfield,,+61 3 9489 8936,,https://www.openstreetmap.org/node/5579882858,2026-07-15,pending_review,Imported from OpenStreetMap.
IGA,"140 Station Street, Fairfield VIC 3078",supermarket,fairfield,,+61 3 9489 7666,,https://www.openstreetmap.org/node/5579882859,2026-07-15,pending_review,Imported from OpenStreetMap.
Shoe Image,"144 Station Street, Fairfield VIC 3078",shoes,fairfield,,,https://shoeimage.com.au/,https://www.openstreetmap.org/node/5579882860,2026-07-15,pending_review,Imported from OpenStreetMap.
Matsuya,"146 Station Street, Fairfield VIC 3078",restaurant,fairfield,,+61 3 9482 6088,,https://www.openstreetmap.org/node/5579882861,2026-07-15,pending_review,Imported from OpenStreetMap.
Fairfield Groceries & Gifts,"146A Station Street, Fairfield VIC 3078",gift,fairfield,,,,https://www.openstreetmap.org/node/5579882862,2026-07-15,pending_review,Imported from OpenStreetMap.
Fairfield Paediatrics,"148 Station Street, Fairfield VIC 3078",clinic,fairfield,,,,https://www.openstreetmap.org/node/5579882864,2026-07-15,pending_review,Imported from OpenStreetMap.
Liquorland Fairfield;Liquorland,"149-153 Station Street, Fairfield VIC 3078",alcohol,fairfield,,+61 3 9489 1068,https://www.liquorland.com.au/,https://www.openstreetmap.org/node/5587634139,2026-07-15,pending_review,Imported from OpenStreetMap.
Erinbank Crafts and Gifts,"153 Station Street, Fairfield VIC 3078",gift,fairfield,,+61 3 9486 6713,,https://www.openstreetmap.org/node/5587634141,2026-07-15,pending_review,Imported from OpenStreetMap.
Dorevitch Pathology Fairfield,"149-153 Station Street, Fairfield VIC 3078",clinic,fairfield,,+61 3 9486 7310,,https://www.openstreetmap.org/node/5587634142,2026-07-15,pending_review,Imported from OpenStreetMap.
Direct Radiology Fairfield,"149-153 Station Street, Fairfield VIC 3078",clinic,fairfield,,+61 3 9489 8884,,https://www.openstreetmap.org/node/5587634143,2026-07-15,pending_review,Imported from OpenStreetMap.
Okami,"147 Station Street, Fairfield VIC 3078",restaurant,fairfield,,+61 3 9489 0494,https://www.okamirestaurant.com.au/,https://www.openstreetmap.org/node/5587634144,2026-07-15,pending_review,Imported from OpenStreetMap.
Trapezi,"145B Station Street, Fairfield VIC 3078",restaurant,fairfield,,+61 3 9489 0080,,https://www.openstreetmap.org/node/5587634145,2026-07-15,pending_review,Imported from OpenStreetMap.
Art Rugs Melbourne,"137 Station Street, Fairfield VIC 3078",carpet,fairfield,,+61 413 811 924,https://artrugs.com.au/,https://www.openstreetmap.org/node/5587634147,2026-07-15,pending_review,Imported from OpenStreetMap.
Gusto Bakery,"139A Station Street, Fairfield VIC 3078",bakery,fairfield,,+61 3 9486 3274,,https://www.openstreetmap.org/node/5587634148,2026-07-15,pending_review,Imported from OpenStreetMap.
Prestige Nails and Beauty Salon,"139A Station Street, Fairfield VIC 3078",beauty,fairfield,,+61 478 186 171,,https://www.openstreetmap.org/node/5587634149,2026-07-15,pending_review,Imported from OpenStreetMap.
Mei Hair Salon,"141 Station Street, Fairfield VIC 3078",hairdresser,fairfield,,+61 3 9489 8886,,https://www.openstreetmap.org/node/5587634150,2026-07-15,pending_review,Imported from OpenStreetMap.
Brazen Brownies and Dessert Bar,"141A Station Street, Fairfield VIC 3078",cafe,fairfield,,+61 3 9486 1415,,https://www.openstreetmap.org/node/5587634151,2026-07-15,pending_review,Imported from OpenStreetMap.
Cardamones Food and Wine,"143 Station Street, Fairfield VIC 3078",supermarket,fairfield,,+61 3 9481 0586,,https://www.openstreetmap.org/node/5587634152,2026-07-15,pending_review,Imported from OpenStreetMap.
The Hub,"133 Station Street, Fairfield VIC 3078",health-food,fairfield,,+61 3 9486 2655,,https://www.openstreetmap.org/node/5591497462,2026-07-15,pending_review,Imported from OpenStreetMap.
Kaias Phillips,"129 Station Street, Fairfield VIC 3078",lawyer,fairfield,,+61 3 9489 5888,,https://www.openstreetmap.org/node/5591497463,2026-07-15,pending_review,Imported from OpenStreetMap.
Dellios West and Co,"131 Station Street, Fairfield VIC 3078",lawyer,fairfield,,+61 3 9489 7300,,https://www.openstreetmap.org/node/5591497464,2026-07-15,pending_review,Imported from OpenStreetMap.
Str'eat Pho,"129A Station Street, Fairfield VIC 3078",restaurant,fairfield,,+61 3 9482 7338,https://www.streatpho.com/,https://www.openstreetmap.org/node/5591497465,2026-07-15,pending_review,Imported from OpenStreetMap.
Three Locals,"127 Station Street, Fairfield VIC 3078",cafe,fairfield,,+61 3 9078 6579,,https://www.openstreetmap.org/node/5591497466,2026-07-15,pending_review,Imported from OpenStreetMap.
Nelly's Ark,"125 Station Street, Fairfield VIC 3078",pet,fairfield,,+61 3 9486 5859,https://www.nellysark.com.au/,https://www.openstreetmap.org/node/5591497467,2026-07-15,pending_review,Imported from OpenStreetMap.
5 Elements,"119A Station Street, Fairfield VIC 3078",clothes,fairfield,,+61 3 9481 8885,,https://www.openstreetmap.org/node/5591497469,2026-07-15,pending_review,Imported from OpenStreetMap.
Fairfield Books,"117A Station Street, Fairfield VIC 3078",books,fairfield,,+61 3 9017 4748,,https://www.openstreetmap.org/node/5591497470,2026-07-15,pending_review,Imported from OpenStreetMap.
Flight Centre,"117B Station Street, Fairfield VIC 3078",travel-agency,fairfield,,,,https://www.openstreetmap.org/node/5591497471,2026-07-15,pending_review,Imported from OpenStreetMap.
Thomas Quixley Fairfield,"113 Station Street, Fairfield VIC 3078",estate-agent,fairfield,,+61 3 9489 0555,,https://www.openstreetmap.org/node/5591497472,2026-07-15,pending_review,Imported from OpenStreetMap.
Spitaki Souvlaki,"115 Station Street, Fairfield VIC 3078",fast-food,fairfield,,+61 3 9482 5701,https://spitakosouvlaki.com,https://www.openstreetmap.org/node/5591497473,2026-07-15,pending_review,Imported from OpenStreetMap.
R. Macdonald Orologist,"17 Railway Place, Fairfield VIC 3078",clockmaker,fairfield,,+61 3 9077 5669,,https://www.openstreetmap.org/node/5610482979,2026-07-15,pending_review,Imported from OpenStreetMap.
Windiate Architects Pty Ltd,"27 Railway Place, Fairfield VIC 3078",architect,fairfield,,+61 3 9078 6469,https://windiatearchitects.com.au/,https://www.openstreetmap.org/node/5610482981,2026-07-15,pending_review,Imported from OpenStreetMap.
B M Replacements Pty Ltd,"77 Station Street, Fairfield VIC 3078",car-parts,fairfield,,+61 3 9482 5833,,https://www.openstreetmap.org/node/5610494631,2026-07-15,pending_review,Imported from OpenStreetMap.
Ross's Quality Nuts,65 Chifley Drive,nuts,darebin,sales@rqn.com.au,+61 3 9480 4111,https://rqn.com.au/index.php,https://www.openstreetmap.org/node/5613323772,2026-07-15,pending_review,Imported from OpenStreetMap.
M's Cafe,"The Centreway, Preston VIC 3072",cafe,preston,,,,https://www.openstreetmap.org/node/5627332763,2026-07-15,pending_review,Imported from OpenStreetMap.
Tammy's Borek,"27 Mary Street, Preston VIC 3072",cafe,preston,,,,https://www.openstreetmap.org/node/5627333954,2026-07-15,pending_review,Imported from OpenStreetMap.
Peter's Pizza and Takeaway,"The Centreway, Preston VIC 3072",fast-food,preston,,+61 3 9478 1793,,https://www.openstreetmap.org/node/5638787971,2026-07-15,pending_review,Imported from OpenStreetMap.
Calavera Cafe,"The Centreway, Preston VIC 3072",cafe,preston,,+61 3 9478 2443,,https://www.openstreetmap.org/node/5638787972,2026-07-15,pending_review,Imported from OpenStreetMap.
Ishtar Borek and Falafel,,fast-food,darebin,,+61 455 301 250,,https://www.openstreetmap.org/node/5638787973,2026-07-15,pending_review,Imported from OpenStreetMap.
Drums,,fast-food,darebin,,,,https://www.openstreetmap.org/node/5638787974,2026-07-15,pending_review,Imported from OpenStreetMap.
Preston Market Management,,company,darebin,,,,https://www.openstreetmap.org/node/5638787975,2026-07-15,pending_review,Imported from OpenStreetMap.
South Melbourne Market Dim Sim,"The Centreway, Preston VIC 3072",fast-food,preston,,,,https://www.openstreetmap.org/node/5638787976,2026-07-15,pending_review,Imported from OpenStreetMap.
Publique Bakery,"The Centreway, Preston VIC 3072",bakery,preston,,,https://www.publiquebakery.com/,https://www.openstreetmap.org/node/5638787977,2026-07-15,pending_review,Imported from OpenStreetMap.
Croque'n'Roll,"The Centreway, Preston VIC 3072",fast-food,preston,,,,https://www.openstreetmap.org/node/5638787978,2026-07-15,pending_review,Imported from OpenStreetMap.
Cannoleria,"The Centreway, Preston VIC 3072",pastry,preston,,,https://www.cannoleriabythatsamore.com.au/,https://www.openstreetmap.org/node/5638787979,2026-07-15,pending_review,Imported from OpenStreetMap.
Steve's Silver and Stones,"The Centreway, Preston VIC 3072",jewelry,preston,,,,https://www.openstreetmap.org/node/5638787980,2026-07-15,pending_review,Imported from OpenStreetMap.
At Cocoon Home,"The Centreway, Preston VIC 3072",houseware,preston,,,,https://www.openstreetmap.org/node/5638787981,2026-07-15,pending_review,Imported from OpenStreetMap.
Super Raw,"The Centreway, Preston VIC 3072",fast-food,preston,,,https://superrawmelbourne.com.au/,https://www.openstreetmap.org/node/5638787982,2026-07-15,pending_review,Imported from OpenStreetMap.
Saltylicious,The Strand,chemist,darebin,,,https://www.saltylicious.com/,https://www.openstreetmap.org/node/5638787983,2026-07-15,pending_review,Imported from OpenStreetMap.
Les Crepes Gourmandes,"Pam Lane, Preston VIC 3072",cafe,preston,,,,https://www.openstreetmap.org/node/5638787984,2026-07-15,pending_review,Imported from OpenStreetMap.
Dannie,"Pam Lane, Preston VIC 3072",houseware,preston,,,,https://www.openstreetmap.org/node/5638787986,2026-07-15,pending_review,Imported from OpenStreetMap.
Tan's Greenhouse,,florist,preston,,,,https://www.openstreetmap.org/node/5638787991,2026-07-15,pending_review,Imported from OpenStreetMap.
Golden Doors,,houseware,preston,,,,https://www.openstreetmap.org/node/5638787992,2026-07-15,pending_review,Imported from OpenStreetMap.
Rock Paper Scissors,,hairdresser,preston,,,,https://www.openstreetmap.org/node/5638787993,2026-07-15,pending_review,Imported from OpenStreetMap.
S. S. Hair Studio,,hairdresser,preston,,,,https://www.openstreetmap.org/node/5638787994,2026-07-15,pending_review,Imported from OpenStreetMap.
Sweet Party Supplies,"1-2 The Strand, Preston VIC 3072",variety-store,preston,,,,https://www.openstreetmap.org/node/5638787995,2026-07-15,pending_review,Imported from OpenStreetMap.
Cornutopia,"Cook Street, Preston VIC 3072",fast-food,preston,,,,https://www.openstreetmap.org/node/5638787996,2026-07-15,pending_review,Imported from OpenStreetMap.
Green and Gold Flowers,"The Centreway, Preston VIC 3072",florist,preston,,,,https://www.openstreetmap.org/node/5638787997,2026-07-15,pending_review,Imported from OpenStreetMap.
Panetteria No. 4,"The Centreway, Preston VIC 3072",bakery,preston,,,,https://www.openstreetmap.org/node/5638805270,2026-07-15,pending_review,Imported from OpenStreetMap.
Rustic Bean,"The Centreway, Preston VIC 3072",cafe,preston,,,,https://www.openstreetmap.org/node/5638805272,2026-07-15,pending_review,Imported from OpenStreetMap.
Pasquales Cafe,"The Centreway, Preston VIC 3072",cafe,preston,,,,https://www.openstreetmap.org/node/5638805273,2026-07-15,pending_review,Imported from OpenStreetMap.
Coffee Centre,,coffee,darebin,,,,https://www.openstreetmap.org/node/5638805274,2026-07-15,pending_review,Imported from OpenStreetMap.
Preston Sushi Bar,,fast-food,darebin,,,,https://www.openstreetmap.org/node/5638805275,2026-07-15,pending_review,Imported from OpenStreetMap.
Deli+,,deli,preston,,,,https://www.openstreetmap.org/node/5638805276,2026-07-15,pending_review,Imported from OpenStreetMap.
Julie Take Away,,fast-food,darebin,,,,https://www.openstreetmap.org/node/5638805277,2026-07-15,pending_review,Imported from OpenStreetMap.
Farinacci Deli,,deli,preston,,,,https://www.openstreetmap.org/node/5638805278,2026-07-15,pending_review,Imported from OpenStreetMap.
Pegani's,,cafe,preston,,,https://www.facebook.com/people/Peganis/100089340046784/,https://www.openstreetmap.org/node/5638805279,2026-07-15,pending_review,Imported from OpenStreetMap.
J & T Vasilevski Fruit and Vegetables,"The Centreway, Preston VIC 3072",greengrocer,preston,,,,https://www.openstreetmap.org/node/5638857294,2026-07-15,pending_review,Imported from OpenStreetMap.
Chau Tan Hung Grocery,The Centreway,greengrocer,darebin,,+61 3 9478 7129,,https://www.openstreetmap.org/node/5638857295,2026-07-15,pending_review,Imported from OpenStreetMap.
Camuglia and Sons,"The Centreway, Preston VIC 3072",greengrocer,preston,,,,https://www.openstreetmap.org/node/5638857296,2026-07-15,pending_review,Imported from OpenStreetMap.
Gencarelli Fruit Supplies,"The Centreway, Preston VIC 3072",greengrocer,preston,,,,https://www.openstreetmap.org/node/5638857297,2026-07-15,pending_review,Imported from OpenStreetMap.
C & H Fruit and Vegetables,"The Centreway, Preston VIC 3072",greengrocer,preston,,,,https://www.openstreetmap.org/node/5638857298,2026-07-15,pending_review,Imported from OpenStreetMap.
Egg and Pure Honey,,greengrocer,preston,,,,https://www.openstreetmap.org/node/5638857299,2026-07-15,pending_review,Imported from OpenStreetMap.
J & M Fruit Supply,,greengrocer,preston,,,,https://www.openstreetmap.org/node/5638857300,2026-07-15,pending_review,Imported from OpenStreetMap.
Fresh Daily Gozleme,"Mary Street, Preston VIC 3072",fast-food,preston,,,,https://www.openstreetmap.org/node/5638857301,2026-07-15,pending_review,Imported from OpenStreetMap.
Vinzenzos Bakery,"Earle Street, Preston VIC 3072",bakery,preston,,,,https://www.openstreetmap.org/node/5638857302,2026-07-15,pending_review,Imported from OpenStreetMap.
Vinnies Half Price Pizza,"Earle Street, Preston VIC 3072",fast-food,preston,,,,https://www.openstreetmap.org/node/5638857303,2026-07-15,pending_review,Imported from OpenStreetMap.
Slavonija Deli,,deli,preston,,,,https://www.openstreetmap.org/node/5638857304,2026-07-15,pending_review,Imported from OpenStreetMap.
Traditional Tasty Treats,"The Strand, Preston VIC 3072",pastry,preston,,,,https://www.openstreetmap.org/node/5638857305,2026-07-15,pending_review,Imported from OpenStreetMap.
Preston Seafood,,seafood,preston,,,,https://www.openstreetmap.org/node/5640738690,2026-07-15,pending_review,Imported from OpenStreetMap.
Preston Hai Xuong Seafoods,,seafood,preston,,,,https://www.openstreetmap.org/node/5640738691,2026-07-15,pending_review,Imported from OpenStreetMap.
Joe's Quality Corner,,butcher,preston,,,,https://www.openstreetmap.org/node/5640738693,2026-07-15,pending_review,Imported from OpenStreetMap.
Mario's Meats,,butcher,preston,,,,https://www.openstreetmap.org/node/5640738694,2026-07-15,pending_review,Imported from OpenStreetMap.
Dens Quality Meats,,butcher,preston,,,,https://www.openstreetmap.org/node/5640738695,2026-07-15,pending_review,Imported from OpenStreetMap.
Vinh Hung Butcher,,butcher,preston,,,,https://www.openstreetmap.org/node/5640738696,2026-07-15,pending_review,Imported from OpenStreetMap.
Danh Than Hung Meats,,butcher,preston,,,,https://www.openstreetmap.org/node/5640738697,2026-07-15,pending_review,Imported from OpenStreetMap.
Ocean Catch,,seafood,preston,,,,https://www.openstreetmap.org/node/5640738698,2026-07-15,pending_review,Imported from OpenStreetMap.
George's Meats,,butcher,preston,,,,https://www.openstreetmap.org/node/5640738699,2026-07-15,pending_review,Imported from OpenStreetMap.
Tien Hung Butcher,,butcher,preston,,,,https://www.openstreetmap.org/node/5640738700,2026-07-15,pending_review,Imported from OpenStreetMap.
Oscar's Poultry,,butcher,preston,,,,https://www.openstreetmap.org/node/5640738703,2026-07-15,pending_review,Imported from OpenStreetMap.
S & K Kapsalakis Seafoods,,seafood,preston,,,,https://www.openstreetmap.org/node/5640738704,2026-07-15,pending_review,Imported from OpenStreetMap.
Jetty Fresh Seafood,,seafood,preston,,,,https://www.openstreetmap.org/node/5640738707,2026-07-15,pending_review,Imported from OpenStreetMap.
